Recency,Frequency,Monetary,avg_quantity_per_order,max_quantity,min_quantity,std_quantity,total_items_purchased,unique_products,unique_invoices,total_revenue,avg_order_value,max_order_value,min_order_value,std_order_value,revenue_per_item,active_days,active_months,customer_tenure_days,days_since_first_purchase,purchase_span_days,avg_days_between_orders,order_consistency,spend_consistency
46,3,16.29,43.07692307692308,108,10,26.389275210847423,1120,25,3,16.29,0.6265384615384615,1.95,0.06,0.4848582663640359,0.0145446428571428,3,3,131,178,131,65.5,0.0229007633587786,0.4219516944689022
23,2,45.63,17.733333333333334,96,10,13.688747867566931,798,40,2,45.63,1.014,2.08,0.29,0.5263700737555799,0.0571804511278195,2,2,22,45,22,22.0,0.0909090909090909,0.664321200628029
32,5,403.15,3.142857142857143,48,1,5.093285623402485,418,108,5,403.15,3.031203007518797,12.75,0.14,2.472915111335137,0.9644736842105264,5,5,203,235,203,50.75,0.0246305418719211,0.8728122946700739
86,3,155.22,8.64864864864865,48,2,9.123279795897648,320,35,3,155.22,4.195135135135135,16.95,0.29,3.640726134548819,0.4850625,3,3,223,309,223,111.5,0.0134529147982062,0.903982483237614
49,4,162.55,16.54022988505747,96,2,14.625403669802688,1439,69,4,162.55,1.8683908045977011,8.5,0.29,1.5570304724081303,0.1129603891591383,4,4,248,298,248,82.66666666666667,0.0161290322580645,0.7306877351516698
15,2,23.41,65.66666666666667,160,2,74.73062736700841,394,5,2,23.41,3.901666666666667,11.95,1.06,4.121118375716313,0.0594162436548223,2,2,233,248,233,233.0,0.0085836909871244,0.7618778517536071
166,3,66.11,22.73333333333333,120,1,31.607434015710155,682,23,3,66.11,2.2036666666666664,8.5,0.55,1.6807910357171494,0.0969354838709677,3,3,193,359,193,96.5,0.0155440414507772,0.8220210517367514
72,2,241.34,6.760869565217392,25,1,6.906308815081712,311,44,2,241.34,5.246521739130435,15.0,0.42,3.9280010281687416,0.7760128617363344,2,2,85,158,85,85.0,0.0235294117647058,1.064634871044265
11,10,572.82,8.245454545454546,48,1,6.329175727361597,907,67,10,572.82,5.207454545454546,12.75,0.0,4.079432285642732,0.6315545755237045,10,6,270,281,270,30.0,0.037037037037037,1.0252040489197336
79,4,236.85,9.674157303370787,24,1,5.055993924628821,861,66,4,236.85,2.6612359550561795,16.95,0.42,3.663616202924224,0.2750871080139372,4,4,218,297,218,72.66666666666667,0.018348623853211,0.5706378568175287
172,1,178.2,3.555555555555556,16,1,2.676119608989135,160,41,1,178.2,3.96,12.75,0.42,3.075004065037964,1.11375,1,1,0,172,0,0.0,1.0,0.971778171701801
4,1,58.69,3.4130434782608696,24,1,4.524383749106473,157,46,1,58.69,1.2758695652173913,4.25,0.21,0.969113170978628,0.3738216560509554,1,1,0,4,0,0.0,1.0,0.6479412072508245
43,9,755.49,9.04864864864865,48,1,6.465023858425561,1674,169,9,755.49,4.08372972972973,49.95,0.29,5.082786020570295,0.4513082437275986,9,5,239,282,239,29.875,0.0376569037656903,0.6713584393598079
4,13,1659.32,1.79,14,1,1.292727539790043,1253,209,13,1659.32,2.3704571428571426,12.75,0.29,1.884768195244669,1.3242777334397446,13,6,139,143,139,11.583333333333334,0.0935251798561151,0.821714946374086
9,1,85.06,5.717948717948718,36,1,6.357543045567864,223,39,1,85.06,2.181025641025641,8.5,0.42,1.7739500895960598,0.3814349775784753,1,1,0,9,0,0.0,1.0,0.7862526615766329
283,1,216.7,6.571428571428571,24,1,8.560707580902077,46,7,1,216.7,30.957142857142856,165.0,0.85,59.39520483290597,4.710869565217391,1,1,0,283,0,0.0,1.0,0.512576171283652
50,4,755.62,3.2324723247232474,36,1,5.3722035769672205,876,247,4,755.62,2.7882656826568266,16.65,0.06,2.961328333623555,0.8625799086757991,4,4,248,298,248,82.66666666666667,0.0161290322580645,0.7038713905611328
106,2,140.55,3.7666666666666666,12,1,3.846048673051372,226,52,2,140.55,2.3425,8.5,0.19,2.344657558748529,0.6219026548672567,2,2,253,359,253,253.0,0.0079051383399209,0.7003706534538303
3,10,708.42,7.034883720930233,240,1,20.786545900013127,1815,217,10,708.42,2.745813953488372,29.95,0.29,3.177554231059173,0.3903140495867768,10,8,365,368,365,40.55555555555556,0.0273972602739726,0.6572778716010113
249,1,9.9,60.0,60,60,0.0,120,2,1,9.9,4.95,4.95,4.95,0.0,0.0825,1,1,0,249,0,0.0,1.0,4.95
8,3,82.94,9.384615384615383,24,2,6.818075523646966,244,24,3,82.94,3.19,9.95,0.65,2.615614650517159,0.3399180327868852,3,3,194,202,194,97.0,0.0154639175257731,0.8822842886599429
32,7,812.81,12.23598820058997,48,1,7.472062551203059,4148,219,7,812.81,2.397669616519174,18.0,0.12,3.1825685818372844,0.1959522661523625,7,7,336,369,336,56.0,0.0208333333333333,0.5732529113643238
45,3,342.15,2.9473684210526314,25,1,4.045928925903201,280,76,3,342.15,3.601578947368421,29.95,0.42,4.393082404453396,1.2219642857142856,3,3,181,226,181,90.5,0.0165745856353591,0.6678145589606379
60,2,263.05,7.733333333333333,24,1,5.479906799487874,464,58,2,263.05,4.384166666666667,14.95,0.82,3.462722203194644,0.5669181034482759,2,2,88,148,88,88.0,0.0227272727272727,0.9823973949192394
235,1,122.46,4.032258064516129,25,1,5.712465147772556,125,31,1,122.46,3.950322580645161,12.75,0.42,3.906587158352729,0.97968,1,1,0,235,0,0.0,1.0,0.8051059633008514
236,1,146.45,2.0806451612903225,7,1,1.321925906219248,129,59,1,146.45,2.362096774193548,12.75,0.42,2.577850252615046,1.1352713178294571,1,1,0,236,0,0.0,1.0,0.6602000104579824
40,4,107.1,7.157894736842105,24,1,5.634046609942761,408,47,4,107.1,1.8789473684210525,7.95,0.55,1.3305982599279575,0.2625,4,4,272,313,272,90.66666666666669,0.0147058823529411,0.8062081744106055
2,19,1499.18,5.484076433121019,35,1,4.858778099886105,2583,286,19,1499.18,3.182972399150743,16.95,0.29,3.225716888370308,0.5804026325977546,19,11,367,369,367,20.38888888888889,0.0517711171662125,0.7532384405379059
3,18,1687.36,3.9901574803149606,100,1,6.978263064632499,2027,331,18,1687.36,3.321574803149606,16.95,0.04,2.9308879914552453,0.8324420325604341,18,12,315,319,315,18.529411764705884,0.0571428571428571,0.844993500290486
30,3,273.2,15.070588235294116,80,1,13.111961310641698,1281,59,3,273.2,3.2141176470588237,9.95,0.42,3.1950029041337293,0.2132708821233411,3,3,343,373,343,171.5,0.0087463556851311,0.7661776929621794
206,1,28.67,16.833333333333332,60,1,22.833454987510468,101,6,1,28.67,4.778333333333333,14.95,0.42,5.266385541020204,0.2838613861386139,1,1,0,206,0,0.0,1.0,0.7625342076471395
55,1,109.93,5.40625,36,1,7.205998285478743,173,31,1,109.93,3.4353125,16.95,0.85,3.1435545777136613,0.6354335260115608,1,1,0,55,0,0.0,1.0,0.8290737905268629
369,1,53.49,9.1,24,2,7.093815773067568,91,9,1,53.49,5.349,7.95,2.1,2.18286483523119,0.5878021978021978,1,1,0,369,0,0.0,1.0,1.6805614680183147
4,6,121.59,25.08823529411765,150,6,21.21616106170196,3412,110,6,121.59,0.8940441176470588,3.95,0.12,0.6557612242458383,0.0356359906213364,6,5,354,358,354,70.8,0.0169491525423728,0.539959569384333
337,1,359.49,11.966442953020136,60,1,9.30447154008785,1783,149,1,359.49,2.4126845637583894,18.0,0.19,2.783473581131085,0.2016208637128435,1,1,0,337,0,0.0,1.0,0.6376903424913324
20,11,1759.52,3.7004255319148935,48,1,4.289814983842506,4348,501,11,1759.52,1.497463829787234,16.95,0.12,1.4536484212902248,0.4046734130634775,11,7,343,363,343,34.3,0.032069970845481,0.6103008959204549
96,2,118.67,12.5,48,3,8.046465934501164,725,56,2,118.67,2.0460344827586208,8.5,0.55,1.5039094546922982,0.1636827586206896,2,2,185,281,185,185.0,0.0108108108108108,0.8171359706815177
39,8,119.24,74.25925925925925,144,1,45.35551242266487,2005,24,8,119.24,4.416296296296296,18.0,1.25,3.634786151944894,0.0594713216957605,6,3,332,372,332,47.42857142857143,0.0240963855421686,0.952858697578331
29,4,91.55,10.761904761904765,48,3,7.9289821073704765,452,39,4,91.55,2.179761904761905,5.95,0.42,1.5859020486088191,0.2025442477876106,4,3,343,372,343,114.33333333333331,0.0116618075801749,0.8429406310786549
296,1,1.06,72.0,72,72,0.0,72,1,1,1.06,1.06,1.06,1.06,0.0,0.0147222222222222,1,1,0,296,0,0.0,1.0,1.06
29,5,527.84,2.0428571428571427,24,1,3.4094060086711577,286,89,5,527.84,3.7702857142857145,16.95,0.39,3.058020458795715,1.8455944055944056,5,5,336,365,336,84.0,0.0148809523809523,0.9290948019036378
21,1,14.24,57.5,156,2,67.59437846448476,230,4,1,14.24,3.56,8.25,1.79,3.130079871185398,0.0619130434782608,1,1,0,21,0,0.0,1.0,0.8619688023075022
19,2,81.22,15.326530612244898,80,2,12.837749924704552,751,48,2,81.22,1.6575510204081632,12.75,0.06,2.2831488951776717,0.1081491344873502,2,2,67,86,67,67.0,0.0298507462686567,0.5048662346209135
137,1,22.27,108.29629629629628,288,48,62.68775786192217,2924,27,1,22.27,0.8248148148148148,1.85,0.21,0.4969241574260786,0.0076162790697674,1,1,0,137,0,0.0,1.0,0.5510064158715041
59,5,275.96,8.907407407407407,48,1,9.734723917780917,481,43,5,275.96,5.11037037037037,16.95,0.39,3.9136799085100615,0.5737214137214137,5,5,274,334,274,68.5,0.0182481751824817,1.0400291564616688
158,2,88.08,9.818181818181818,48,2,13.011483439589096,216,17,2,88.08,4.003636363636364,8.5,0.85,2.9174035185492064,0.4077777777777778,2,2,137,295,137,137.0,0.0145985401459854,1.0220127553056095
17,2,34.67,14.947368421052632,36,6,8.336490629958856,284,12,2,34.67,1.8247368421052632,4.15,0.39,1.3766076194804735,0.1220774647887324,2,2,54,71,54,54.0,0.037037037037037,0.7677905377178547
49,1,118.21,9.666666666666666,24,2,6.086186545503405,319,33,1,118.21,3.582121212121212,14.95,0.55,3.619968713241661,0.370564263322884,1,1,0,49,0,0.0,1.0,0.7753561624463406
219,1,17.6,9.666666666666666,12,4,3.669695718539436,58,6,1,17.6,2.9333333333333336,6.75,0.85,2.138613257853478,0.303448275862069,1,1,0,219,0,0.0,1.0,0.93459534270223
17,18,1207.84,11.45260663507109,100,1,8.537823090112347,4833,253,18,1207.84,2.862180094786729,35.95,0.04,4.171552452951582,0.2499151665632112,18,9,312,330,312,18.352941176470587,0.0576923076923076,0.5534469815061405
77,1,86.6,1.827586206896552,12,1,2.3462578946855746,53,29,1,86.6,2.986206896551724,9.95,0.39,2.481890716186673,1.6339622641509433,1,1,0,77,0,0.0,1.0,0.8576394665890559
61,1,104.78,2.5961538461538463,24,1,3.39122058762129,135,52,1,104.78,2.015,8.25,0.08,1.5751258897711795,0.7761481481481481,1,1,0,61,0,0.0,1.0,0.7824860167046236
68,1,98.04,17.369565217391305,120,2,20.88631523872049,799,46,1,98.04,2.131304347826087,11.95,0.39,2.3016579615530794,0.12270337922403,1,1,0,68,0,0.0,1.0,0.6455254822409087
57,3,372.97,9.15,28,1,6.717044503997784,915,92,3,372.97,3.7297,29.95,0.18,4.180913450769854,0.4076174863387978,3,3,301,358,301,150.5,0.0099667774086378,0.7198923578709442
10,13,680.15,3.8524590163934422,24,1,3.6622640519149456,705,103,13,680.15,3.7166666666666655,12.75,0.83,2.599691514525516,0.9647517730496452,13,8,355,366,355,29.58333333333333,0.0366197183098591,1.0324958824024588
7,14,930.26,14.418848167539268,60,1,9.67218382151357,5508,242,14,930.26,2.4352356020942407,12.75,0.19,2.078474814832865,0.1688925199709513,14,11,352,360,352,27.07692307692308,0.0397727272727272,0.7910526311148182
12,4,556.82,10.149068322981366,72,1,8.525118166427536,1634,115,4,556.82,3.458509316770187,18.0,0.19,3.3302378314431467,0.3407711138310894,4,4,343,356,343,114.33333333333331,0.0116618075801749,0.7986880747419739
64,5,300.92,15.867924528301886,240,1,24.273471889207663,1682,88,5,300.92,2.838867924528302,35.95,0.39,3.880487529693173,0.1789060642092746,5,5,254,319,254,63.5,0.0196850393700787,0.5816771187830033
74,2,74.83,18.151515151515152,100,1,18.05741054962133,599,33,2,74.83,2.2675757575757576,12.75,0.1,3.383565085733381,0.1249248747913188,2,2,180,254,180,180.0,0.0111111111111111,0.5172903135294469
32,4,365.0,9.735042735042734,25,1,5.409750396423688,1139,104,4,365.0,3.11965811965812,16.95,0.42,3.6091366174598503,0.3204565408252853,4,3,62,95,62,20.666666666666668,0.064516129032258,0.6768421894548659
26,7,180.14,8.980392156862745,32,1,6.018272828905089,458,37,7,180.14,3.5321568627450985,12.75,0.55,3.4568669709582345,0.3933187772925764,7,5,216,242,216,36.0,0.0324074074074074,0.7925201460490705
53,5,240.34,13.768115942028986,64,2,12.41813773991641,950,67,5,240.34,3.483188405797101,12.75,0.42,3.1141198797968506,0.2529894736842105,5,5,186,239,186,46.5,0.0268817204301075,0.8466424186864229
87,1,12.35,489.0,720,72,158.9263980589757,7824,16,1,12.35,0.771875,4.25,0.32,0.9852053508448548,0.0015784764826175,1,1,0,87,0,0.0,1.0,0.3888136809985471
302,2,453.77,3.9466666666666663,36,1,5.279804077444246,592,126,2,453.77,3.025133333333333,14.95,0.29,2.900144115064487,0.7665033783783783,2,2,67,369,67,67.0,0.0298507462686567,0.7756465515334717
2,2,51.02,28.768115942028984,288,4,35.79522845606177,1985,66,2,51.02,0.7394202898550725,3.95,0.12,0.6695057089287216,0.0257027707808564,2,2,23,26,23,23.0,0.0869565217391304,0.4428977306879287
34,8,1339.19,11.222527472527473,48,1,9.066782420271451,4085,210,8,1339.19,3.679093406593407,16.95,0.29,3.3896256409434846,0.3278310893512852,8,5,241,276,241,34.42857142857143,0.0331950207468879,0.8381337516068091
9,9,743.19,4.723320158102767,24,1,3.637673473236113,1195,147,9,743.19,2.937509881422925,12.75,0.29,2.245491365629416,0.6219163179916318,9,9,306,316,306,38.25,0.0294117647058823,0.9051048209623684
9,7,60.03,25.13636363636364,120,1,21.61781232514425,1106,27,7,60.03,1.3643181818181818,15.0,0.21,2.189502861410976,0.0542766726943942,7,6,275,284,275,45.833333333333336,0.0254545454545454,0.4277526125857222
9,6,248.49,15.11111111111111,288,1,31.60978530204608,1360,86,6,248.49,2.761,14.95,0.21,2.7648252276275693,0.1827132352941176,6,5,327,336,327,65.4,0.018348623853211,0.7333673764558424
145,2,146.67,15.903846153846152,36,1,9.804479999178875,827,50,2,146.67,2.820576923076923,49.95,0.21,7.218047754491769,0.1773518742442563,2,2,116,261,116,116.0,0.0172413793103448,0.3432173926630287
246,2,66.35,14.416666666666666,100,1,27.743822681269013,173,9,2,66.35,5.529166666666666,12.75,0.1,4.097641135920504,0.3835260115606936,2,2,49,296,49,49.0,0.0408163265306122,1.0846520026106623
188,2,133.57,9.63157894736842,36,2,6.999695177268789,366,36,2,133.57,3.515,18.0,0.42,4.263437738650742,0.3649453551912568,2,2,128,316,128,128.0,0.015625,0.6678144920739679
29,10,398.32,9.625,25,1,7.829726154246099,1001,81,10,398.32,3.83,12.75,0.42,3.377458974763956,0.3979220779220779,9,6,276,306,276,30.666666666666668,0.036231884057971,0.8749368119906878
267,1,12.01,44.0,72,16,39.59797974644666,88,2,1,12.01,6.005,10.95,1.06,6.993286065934955,0.1364772727272727,1,1,0,267,0,0.0,1.0,0.7512554849740148
185,1,105.29,4.161290322580645,18,1,3.942053392108808,129,31,1,105.29,3.396451612903226,7.95,0.39,2.672689716854661,0.8162015503875969,1,1,0,185,0,0.0,1.0,0.9247858857545938
119,1,13.79,11.428571428571429,24,6,6.187545093630776,80,7,1,13.79,1.97,2.95,1.25,0.6861486719363379,0.172375,1,1,0,119,0,0.0,1.0,1.16834300129519
41,1,20.34,12.166666666666666,25,2,10.496030995889193,73,6,1,20.34,3.39,9.95,0.39,3.870710529088943,0.2786301369863013,1,1,0,41,0,0.0,1.0,0.6959970172224736
18,6,332.55,11.875912408759124,200,1,25.549388520216628,1627,110,6,332.55,2.427372262773723,16.65,0.21,2.5972876887904883,0.2043945912722802,6,4,220,239,220,44.0,0.0272727272727272,0.6747784644352076
170,1,17.900000000000002,37.25,216,3,72.54309064273454,298,8,1,17.900000000000002,2.2375000000000003,5.45,0.08,2.121372534132425,0.0600671140939597,1,1,0,170,0,0.0,1.0,0.7168320908615624
19,2,88.64,2.977272727272727,12,1,2.765977991501642,131,41,2,88.64,2.014545454545454,7.95,0.38,1.544836040890642,0.6766412213740458,2,2,349,369,349,349.0,0.0057306590257879,0.7916209225960207
96,5,111.9,15.678571428571429,80,1,17.27565954452717,439,24,5,111.9,3.996428571428571,14.95,0.39,4.247233709121053,0.2548974943052391,4,3,278,374,278,69.5,0.0179856115107913,0.7616257999870945
8,12,190.51,31.232558139534884,160,1,50.06987365734025,1343,27,12,190.51,4.43046511627907,12.75,1.25,2.8856508331565363,0.1418540580789277,12,10,365,373,365,33.18181818181818,0.0328767123287671,1.1402118477742762
127,5,61.2,43.47368421052632,144,1,41.637814572083165,826,14,5,61.2,3.221052631578947,12.75,0.42,3.500120465763114,0.07409200968523,5,5,212,339,212,53.0,0.0235849056603773,0.7157703123915667
45,5,320.71,3.679104477611941,12,1,2.6374992321380257,493,109,5,320.71,2.393358208955224,9.95,0.29,1.6262438589481876,0.6505273833671399,5,4,232,278,232,58.0,0.021551724137931,0.9113236765125708
95,6,599.89,10.688311688311687,48,1,8.614108719211666,1646,108,6,599.89,3.89538961038961,16.95,0.19,4.325219573272036,0.364453219927096,6,5,140,236,140,28.0,0.0428571428571428,0.7314984024210144
199,1,41.13,13.041666666666666,48,2,9.589301859099418,313,24,1,41.13,1.71375,5.95,0.19,1.554334227669309,0.131405750798722,1,1,0,199,0,0.0,1.0,0.6709184653426125
23,3,313.32,7.112676056338028,156,1,14.214216533217073,1010,130,3,313.32,2.2064788732394365,9.95,0.21,2.0034623212329548,0.3102178217821782,3,3,127,150,127,63.5,0.0236220472440944,0.734645098638578
5,5,1066.89,3.3073047858942064,25,1,3.579017420644249,1313,250,5,1066.89,2.6873803526448365,14.95,0.21,2.178263646590432,0.8125590251332826,5,5,243,249,243,60.75,0.0205761316872428,0.8455498509470089
7,5,173.14,14.429906542056075,36,1,8.671262611304197,1544,82,5,173.14,1.6181308411214952,9.95,0.19,1.7395114966191056,0.1121373056994818,5,5,301,309,301,75.25,0.0166112956810631,0.5906640082067434
41,5,93.56,12.0,48,1,10.403401810502624,324,17,5,93.56,3.4651851851851854,15.0,0.79,3.5593953358253363,0.2887654320987654,5,5,179,220,179,44.75,0.0279329608938547,0.7600098105021906
50,2,118.35,7.107142857142857,24,1,4.863616134602103,199,28,2,118.35,4.226785714285714,25.0,0.83,5.159546386587092,0.5947236180904523,2,2,238,289,238,238.0,0.0084033613445378,0.6862170440813433
284,1,4.95,16.0,16,16,0.0,16,1,1,4.95,4.95,4.95,4.95,0.0,0.309375,1,1,0,284,0,0.0,1.0,4.95
54,2,214.3,2.025,12,1,2.8103560745611555,162,78,2,214.3,2.67875,9.95,0.29,2.3204890225548294,1.3228395061728395,2,2,316,371,316,316.0,0.0063291139240506,0.8067335810491352
20,2,102.11,5.891304347826087,48,1,7.778112484171538,271,45,2,102.11,2.219782608695652,4.95,0.42,1.442201232885087,0.3767896678966789,2,2,265,285,265,265.0,0.0075471698113207,0.9089269871808716
45,2,184.38,5.535353535353536,36,1,6.20617390318661,548,90,2,184.38,1.8624242424242423,6.75,0.19,1.4340403111838196,0.3364598540145985,2,2,166,211,166,166.0,0.0120481927710843,0.7651575176741563
4,50,891.19,111.46478873239435,1600,4,129.13114408809457,63312,366,50,891.19,1.5689964788732396,12.75,0.04,1.5575908046165483,0.014076162496841,50,13,369,374,369,7.530612244897959,0.1355013550135501,0.6134665780159756
16,5,272.72,8.943181818181818,24,2,4.836066499227752,787,61,5,272.72,3.0990909090909096,9.95,0.82,2.0635565974116146,0.3465311308767472,5,5,188,205,188,47.0,0.026595744680851,1.0115990387477476
77,3,67.77,85.71428571428571,160,1,68.04095405394774,600,5,3,67.77,9.68142857142857,49.95,0.83,18.28769115058125,0.11295,3,3,107,184,107,53.5,0.02803738317757,0.5019485482137044
69,1,44.43,4.1,15,1,4.094712037087183,41,10,1,44.43,4.443,7.08,0.85,1.568665745856083,1.083658536585366,1,1,0,69,0,0.0,1.0,1.7296917698099483
192,1,82.92,7.904761904761905,24,2,6.276183250230684,166,21,1,82.92,3.948571428571429,15.0,0.42,4.117571232795233,0.4995180722891566,1,1,0,192,0,0.0,1.0,0.7715713663676171
2,38,1299.67,8.201698513800425,432,1,23.309382579936543,3863,256,38,1299.67,2.7593842887473463,16.95,0.12,2.514634240754291,0.3364405902148589,38,13,355,358,355,9.594594594594597,0.1070422535211267,0.7851127883381522
107,1,0.85,20.0,20,20,0.0,20,1,1,0.85,0.85,0.85,0.85,0.0,0.0424999999999999,1,1,0,107,0,0.0,1.0,0.85
23,2,55.83,12.782608695652174,100,2,19.66297055551866,294,21,2,55.83,2.427391304347826,7.95,0.39,1.916234986044021,0.1898979591836734,2,2,50,74,50,50.0,0.04,0.832371642190834
86,3,63.19,26.785714285714285,240,6,45.36710926623607,750,24,3,63.19,2.2567857142857144,7.95,0.06,2.2294361578683035,0.0842533333333333,3,3,273,359,273,136.5,0.0109890109890109,0.6988172560052652
100,3,273.18,8.684931506849315,72,1,10.441472746707888,634,57,3,273.18,3.742191780821918,9.95,0.42,3.191091439275972,0.4308832807570978,3,3,267,368,267,133.5,0.0112359550561797,0.8928919435526314
358,1,99.1,10.0,32,1,9.022846818265416,180,18,1,99.1,5.505555555555556,35.75,0.65,8.204301040037203,0.5505555555555556,1,1,0,358,0,0.0,1.0,0.5981503138160399
16,8,450.22,12.62874251497006,96,2,11.904990862883947,2109,107,8,450.22,2.695928143712575,8.25,0.12,2.266145061682659,0.2134755808440019,8,7,259,275,259,37.0,0.0308880308880308,0.8254159239099079
9,2,253.67,7.533333333333333,36,2,6.357876915296215,452,53,2,253.67,4.227833333333334,18.0,0.1,4.266841046268808,0.561216814159292,2,2,43,52,43,43.0,0.0465116279069767,0.8027265862387211
2,6,305.09,13.461538461538462,72,1,12.57908668189639,1575,90,6,305.09,2.6076068376068373,16.95,0.12,3.0417402713863537,0.1937079365079365,6,4,70,72,70,14.0,0.0857142857142857,0.6451693237359867
273,1,73.84,19.53846153846154,96,2,27.98992492730013,254,13,1,73.84,5.680000000000001,14.95,0.72,4.985943575025026,0.2907086614173228,1,1,0,273,0,0.0,1.0,0.948889666066766
32,7,621.62,3.626126126126126,40,1,5.185242053312559,805,157,7,621.62,2.80009009009009,16.95,0.19,3.4813399135472256,0.7721987577639752,7,5,207,240,207,34.5,0.0338164251207729,0.6248332293708257
21,13,443.57,11.163636363636364,48,1,6.618793373464747,1842,125,13,443.57,2.68830303030303,16.95,0.29,2.689373311768328,0.2408089033659066,13,10,345,367,345,28.75,0.0376811594202898,0.7286611581777065
23,1,103.41,4.36,24,1,4.024212434040444,218,45,1,103.41,2.0682,4.95,0.29,1.3351078684541422,0.4743577981651376,1,1,0,23,0,0.0,1.0,0.885697842031239
277,1,30.5,8.333333333333334,16,4,4.633213427705081,50,6,1,30.5,5.083333333333333,10.95,2.95,3.2290349435499555,0.61,1,1,0,277,0,0.0,1.0,1.2020078815112034
8,1,88.6,2.8,12,1,2.881570453045018,84,30,1,88.6,2.953333333333333,19.95,0.39,3.78544156157402,1.0547619047619048,1,1,0,8,0,0.0,1.0,0.6171495974473727
1,7,228.47,14.921052631578949,96,1,17.750690621602857,1134,63,7,228.47,3.006184210526316,10.95,0.39,2.7246724412818324,0.2014726631393298,7,4,175,177,175,29.166666666666668,0.04,0.8071002908088606
1,201,26150.35,14.190761636107194,640,1,23.889504929170094,80490,1787,201,26150.35,4.610428420310296,1687.17,0.0,32.34694046167804,0.3248894272580445,201,13,372,373,372,1.86,0.5403225806451613,0.1382564144260416
72,2,20.81,53.142857142857146,120,12,43.18729972043699,372,7,2,20.81,2.9728571428571438,8.25,0.79,3.5051424806309672,0.0559408602150537,2,2,196,268,196,196.0,0.010204081632653,0.6598808263308867
46,2,114.62,17.930232558139537,180,1,29.34636778760843,771,38,2,114.62,2.665581395348837,12.5,0.39,2.889870076438255,0.1486640726329442,2,2,46,93,46,46.0,0.0434782608695652,0.6852623205836137
90,4,189.76,13.296296296296296,108,2,11.608294858370227,1436,96,4,189.76,1.757037037037037,6.25,0.08,1.322209464409598,0.1321448467966573,4,4,111,202,111,37.0,0.036036036036036,0.7566229765081716
173,1,91.46,3.8,24,1,5.197165219212247,76,20,1,91.46,4.573,12.75,0.42,3.5490726735451985,1.203421052631579,1,1,0,173,0,0.0,1.0,1.0052598250614788
26,3,86.91,6.39622641509434,48,1,7.409296713852417,339,47,3,86.91,1.639811320754717,8.5,0.19,1.9431937337261185,0.2563716814159292,3,2,42,68,42,21.0,0.0714285714285714,0.557153714335582
373,1,13.35,10.2,12,3,4.024922359499621,51,5,1,13.35,2.6700000000000004,4.95,2.1,1.2745587471748805,0.2617647058823529,1,1,0,373,0,0.0,1.0,1.1738540511720257
70,1,48.88,31.714285714285715,96,2,28.4554790104522,666,21,1,48.88,2.327619047619048,39.95,0.19,8.622663686333771,0.0733933933933934,1,1,0,70,0,0.0,1.0,0.2418892651236228
3,3,99.41,5.830508474576271,60,1,11.195985337076428,344,45,3,99.41,1.684915254237288,7.95,0.38,1.207428691235416,0.2889825581395349,3,2,20,23,20,10.0,0.15,0.7632931749629038
64,2,148.85,6.9423076923076925,48,1,11.378365197607948,361,51,2,148.85,2.8625,18.95,0.29,3.150153980052279,0.4123268698060942,2,2,32,97,32,32.0,0.0625,0.6897334445320848
11,7,594.06,3.3813559322033897,48,1,5.178383041025614,798,198,7,594.06,2.517203389830508,16.65,0.19,2.4736605266304705,0.7444360902255639,7,5,161,173,161,26.83333333333333,0.0434782608695652,0.7246544014686007
4,8,1028.42,7.433802816901409,100,1,10.24270366825016,2639,198,8,1028.42,2.8969577464788734,25.0,0.1,3.1690206450088136,0.3897006441834028,8,3,50,54,50,7.142857142857143,0.16,0.6948772848959468
19,2,65.31,4.526315789473684,24,1,4.37274632057112,172,35,2,65.31,1.7186842105263158,5.95,0.29,1.173756204376157,0.3797093023255814,2,2,315,334,315,315.0,0.0063492063492063,0.7906517791950631
15,9,955.58,11.967065868263472,80,1,8.579015834368125,3997,228,9,955.58,2.8610179640718565,18.0,0.06,3.248201005394848,0.2390743057292969,9,7,341,357,341,42.625,0.0263929618768328,0.6734657706729534
126,3,85.67999999999999,28.30434782608696,240,1,61.13802178276528,651,19,3,85.67999999999999,3.7252173913043474,12.75,1.04,3.616889509415536,0.1316129032258064,3,2,25,152,25,12.5,0.12,0.8068673473140864
145,4,472.69,5.901408450704225,48,1,8.159402866067143,419,54,4,472.69,6.657605633802817,24.95,0.39,4.700694618819263,1.1281384248210025,4,4,114,260,114,38.0,0.0350877192982456,1.167858669682915
64,1,43.19,17.375,96,1,31.078127356711825,278,16,1,43.19,2.699375,16.95,0.19,4.41955573747709,0.1553597122302158,1,1,0,64,0,0.0,1.0,0.498080494187631
57,1,78.31,4.774193548387097,12,1,3.4805141135504183,148,30,1,78.31,2.5261290322580647,14.95,0.63,2.749940214403888,0.5291216216216217,1,1,0,57,0,0.0,1.0,0.6736451484092881
4,6,383.8,13.183333333333334,72,1,11.570698917797824,791,57,6,383.8,6.3966666666666665,125.0,0.12,22.53140637968096,0.4852085967130215,6,6,312,317,312,62.4,0.0192307692307692,0.2718352895469137
103,1,29.7,7.777777777777778,24,3,6.572248051043451,70,9,1,29.7,3.3,5.45,1.25,1.7349351572897471,0.4242857142857142,1,1,0,103,0,0.0,1.0,1.2066099597294355
30,1,59.17,9.5625,24,2,5.427936993002037,153,16,1,59.17,3.698125,18.0,0.39,4.240866607585451,0.3867320261437909,1,1,0,30,0,0.0,1.0,0.7056323461176174
